Simulation:,Density Correction
Angle 45,22160.8694388965,5073.08904884933
Angle 45,22188.1322963101,5049.93875938326
Angle 45,22215.3716149184,5026.7104579231
Angle 45,22242.5873388455,5003.40427680359
Angle 45,22269.7794119664,4980.02034904836
Angle 45,22296.9477779081,4956.55880837303
Angle 45,22324.0923800496,4933.01978918826
Angle 45,22351.2131615227,4909.40342660279
Angle 45,22378.3100652126,4885.70985642651
Angle 45,22405.3830337583,4861.93921517349
Angle 45,22432.4320095534,4838.091640065
Angle 45,22459.4569347463,4814.1672690326
Angle 45,22486.4577512413,4790.16624072106
Angle 45,22513.4344006988,4766.08869449149
Angle 45,22540.3868245358,4741.93477042426
Angle 45,22567.3149639272,4717.70460932204
Angle 45,22594.2187598057,4693.39835271278
Angle 45,22621.0981528627,4669.01614285271
Angle 45,22647.9530835492,4644.55812272929
Angle 45,22674.7834920759,4620.0244360642
Angle 45,22701.5893184146,4595.41522731629
Angle 45,22728.3705022981,4570.73064168453
Angle 45,22755.1269832215,4545.97082511093
Angle 45,22781.8587004426,4521.13592428351
Angle 45,22808.5655929829,4496.22608663918
Angle 45,22835.2475996278,4471.24146036668
Angle 45,22861.9046589278,4446.18219440946
Angle 45,22888.5367091992,4421.04843846857
Angle 45,22915.1436885247,4395.84034300553
Angle 45,22941.7255347543,4370.55805924522
Angle 45,22968.2821855058,4345.20173917871
Angle 45,22994.8135781662,4319.7715355661
Angle 45,23021.319649892,4294.26760193937
Angle 45,23047.8003376099,4268.69009260516
Angle 45,23074.2555780183,4243.03916264762
Angle 45,23100.6853075875,4217.31496793115
Angle 45,23127.0894625608,4191.51766510321
Angle 45,23153.4679789557,4165.64741159706
Angle 45,23179.8207925641,4139.70436563451
Angle 45,23206.1478389536,4113.68868622869
Angle 45,23232.4490534687,4087.6005331867
Angle 45,23258.7243712312,4061.44006711234
Angle 45,23284.9737271413,4035.20744940883
Angle 45,23311.1970558788,4008.90284228143
Angle 45,23337.3942919038,3982.52640874011
Angle 45,23363.5653694577,3956.07831260218
Angle 45,23389.7102225644,3929.55871849494
Angle 45,23415.8287850312,3902.96779185823
Angle 45,23441.9209904497,3876.30569894705
Angle 45,23467.9867721972,3849.57260683411
Angle 45,23494.0260634372,3822.76868341236
Angle 45,23520.038797121,3795.89409739756
Angle 45,23546.0249059887,3768.94901833074
Angle 45,23571.98432257,3741.93361658071
Angle 45,23597.9169791857,3714.84806334652
Angle 45,23623.8228079484,3687.6925306599
Angle 45,23649.7017407641,3660.4671913877
Angle 45,23675.5537093333,3633.17221923427
Angle 45,23701.3786451519,3605.80778874385
Angle 45,23727.1764795126,3578.37407530294
Angle 45,23752.9471435062,3550.87125514262
Angle 45,23778.6905680225,3523.29950534086
Angle 45,23804.4066837521,3495.65900382481
Angle 45,23830.0954211872,3467.94992937306
Angle 45,23855.7567106231,3440.1724616179
Angle 45,23881.3904821593,3412.32678104751
Angle 45,23906.9966657011,3384.41306900814
Angle 45,23932.575190961,3356.43150770632
Angle 45,23958.1259874596,3328.38228021093
Angle 45,23983.6489845273,3300.26557045535
Angle 45,24009.1441113058,3272.08156323955
Angle 45,24034.6112967493,3243.83044423211
Angle 45,24060.050469626,3215.51239997225
Angle 45,24085.4615585194,3187.12761787187
Angle 45,24110.8444918302,3158.67628621746
Angle 45,24136.1991977774,3130.15859417207
Angle 45,24161.5256043997,3101.5747317772
Angle 45,24186.8236395576,3072.9248899547
Angle 45,24212.0932309343,3044.20926050861
Angle 45,24237.3343060378,3015.42803612693
Angle 45,24262.546792202,2986.58141038347
Angle 45,24287.7306165887,2957.66957773955
Angle 45,24312.885706189,2928.69273354575
Angle 45,24338.0119878252,2899.65107404354
Angle 45,24363.1093881519,2870.544796367
Angle 45,24388.1778336585,2841.37409854437
Angle 45,24413.2172506701,2812.13917949966
Angle 45,24438.2275653499,2782.84023905419
Angle 45,24463.2087037004,2753.47747792808
Angle 45,24488.1605915657,2724.05109774174
Angle 45,24513.0831546326,2694.5613010173
Angle 45,24537.9763184332,2665.00829117998
Angle 45,24562.8400083462,2635.39227255948
Angle 45,24587.6741495988,2605.71345039126
Angle 45,24612.4786672687,2575.97203081787
Angle 45,24637.2534862862,2546.16822089011
Angle 45,24661.9985314356,2516.30222856832
Angle 45,24686.7137273575,2486.37426272347
Angle 45,24711.3989985508,2456.38453313827
Angle 45,24736.0542693744,2426.3332505083
Angle 45,24760.6794640494,2396.220626443
Angle 45,24785.2745066613,2366.04687346665
Angle 45,24809.8393211616,2335.81220501932
Angle 45,24834.3738313703,2305.5168354578
Angle 45,24858.8779609776,2275.16098005641
Angle 45,24883.3516335465,2244.74485500781
Angle 45,24907.7947725145,2214.26867742381
Angle 45,24932.2073011959,2183.73266533603
Angle 45,24956.5891427842,2153.1370376966
Angle 45,24980.9402203541,2122.48201437876
Angle 45,25005.2604568636,2091.76781617745
Angle 45,25029.5497751566,2060.99466480984
Angle 45,25053.8080979649,2030.16278291576
Angle 45,25078.0353479107,1999.2723940582
Angle 45,25102.2314475087,1968.32372272358
Angle 45,25126.3963191686,1937.31699432218
Angle 45,25150.5298851977,1906.25243518834
Angle 45,25174.6320678027,1875.13027258069
Angle 45,25198.7027890926,1843.95073468235
Angle 45,25222.7419710813,1812.71405060099
Angle 45,25246.7495356892,1781.42045036892
Angle 45,25270.7254047469,1750.07016494309
Angle 45,25294.6694999967,1718.66342620505
Angle 45,25318.5817430957,1687.20046696079
Angle 45,25342.4620556182,1655.68152094065
Angle 45,25366.3103590582,1624.10682279904
Angle 45,25390.1265748322,1592.47660811418
Angle 45,25413.9106242817,1560.79111338777
Angle 45,25437.662428676,1529.05057604461
Angle 45,25461.3819092147,1497.25523443209
Angle 45,25485.0689870306,1465.40532781974
Angle 45,25508.7235831923,1433.50109639861
Angle 45,25532.3456187071,1401.54278128065
Angle 45,25555.9350145234,1369.53062449803
Angle 45,25579.4916915343,1337.46486900234
Angle 45,25603.0155705795,1305.34575866381
Angle 45,25626.5065724488,1273.17353827038
Angle 45,25649.9646178848,1240.9484535268
Angle 45,25673.3896275859,1208.67075105358
Angle 45,25696.7815222088,1176.34067838593
Angle 45,25720.1402223722,1143.95848397259
Angle 45,25743.4656486591,1111.52441717465
Angle 45,25766.7577216202,1079.03872826427
Angle 45,25790.0163617767,1046.50166842331
Angle 45,25813.2414896237,1013.91348974193
Angle 45,25836.4330256329,981.274445217134
Angle 45,25859.5908902559,948.584788751182
Angle 45,25882.7150039273,915.844775149993
Angle 45,25905.805287068,883.054660121451
Angle 45,25928.8616600879,850.214700273648
Angle 45,25951.8840433898,817.32515311305
Angle 45,25974.8723573722,784.386277042598
Angle 45,25997.8265224324,751.398331359732
Angle 45,26020.7464589703,718.361576254344
Angle 45,26043.6320873914,685.276272806659
Angle 45,26066.4833281098,652.142682985043
Angle 45,26089.3001015524,618.96106964373
Angle 45,26112.0823281614,585.731696520484
Angle 45,26134.8299283983,552.454828234181
Angle 45,26157.5428227469,519.130730282312
Angle 45,26180.2209317172,485.759669038418
Angle 45,26202.8641758484,452.34191174944
Angle 45,26225.4724757127,418.877726532995
Angle 45,26248.0457519188,385.367382374578
Angle 45,26270.5839251154,351.811149124682
Angle 45,26293.0869159946,318.209297495837
Angle 45,26315.5546452958,284.562099059576
Angle 45,26337.987033809,250.869826243316
Angle 45,26360.3840023789,217.132752327165
Angle 45,26382.745471908,183.351151440641
Angle 45,26405.0713633606,149.525298559318
Angle 45,26427.3615977665,115.655469501383
Angle 45,26449.6160962246,81.7419409241185
Angle 45,26471.8347799068,47.7849903202998
Angle 45,26494.0175700616,13.7848960145072
Angle 45,26502.985403436,0
Angle 46,0,0
Angle 46,48.4899328915199,50.1147954228392
Angle 46,96.8452869320155,99.9925023548279
Angle 46,145.067608775254,149.634988888394
Angle 46,193.158418183586,199.044089898632
Angle 46,241.119208653359,248.221607819969
Angle 46,288.951448022024,297.169313400087
Angle 46,336.656579057562,345.888946431882
Angle 46,384.236020030875,394.382216464259
Angle 46,431.69116527171,442.650803492472
Angle 46,479.023385708703,490.696358628736
Angle 46,526.234029394078,538.520504753777
Angle 46,573.324422013537,586.124837149982
Angle 46,620.295867381828,633.510924116764
Angle 46,667.149647924494,680.680307568756
Angle 46,713.88702514625,727.634503617394
Angle 46,760.509240086446,774.375003136462
Angle 46,807.01751376204,820.903272312116
Angle 46,853.413047598492,867.220753177908
Angle 46,899.697023848979,913.328864135305
Angle 46,945.87060600231,959.22900046016
Angle 46,991.934939179909,1004.92253479562
Angle 46,1037.89115052221,1050.41081763187
Angle 46,1083.74034956484,1095.69517777317
Angle 46,1129.48362860481,1140.77692279259
Angle 46,1175.12206305725,1185.65733947479
Angle 46,1220.65671180266,1230.33769424727
Angle 46,1266.08861752534,1274.81923360044
Angle 46,1311.41880704294,1319.10318449685
Angle 46,1356.64829162769,1363.1907547699
Angle 46,1401.77806731933,1407.08313351243
Angle 46,1446.80911523016,1450.78149145535
Angle 46,1491.74240184239,1494.28698133685
Angle 46,1536.57887929796,1537.60073826216
Angle 46,1581.31948568127,1580.72388005453
Angle 46,1625.96514529468,1623.65750759728
Angle 46,1670.5167689274,1666.40270516753
Angle 46,1714.97525411762,1708.96054076169
Angle 46,1759.34148540833,1751.33206641295
Angle 46,1803.61633459685,1793.5183185011
Angle 46,1847.80066097838,1835.52031805478
Angle 46,1891.89531158359,1877.3390710465
Angle 46,1935.90112141063,1918.97556868054
Angle 46,1979.8189136515,1960.43078767405
Angle 46,2023.64949991315,2001.70569053139
Angle 46,2067.39368043326,2042.80122581206
Angle 46,2111.05224429103,2083.71832839229
Angle 46,2154.62596961303,2124.45791972055
Angle 46,2198.11562377416,2165.02090806708
Angle 46,2241.52196359415,2205.40818876763
Angle 46,2284.84573552933,2245.62064446164
Angle 46,2328.08767586014,2285.6591453249
Angle 46,2371.24851087433,2325.52454929693
Angle 46,2414.32895704594,2365.21770230316
Angle 46,2457.32972121032,2404.73943847214
Angle 46,2500.25150073512,2444.09058034782
Angle 46,2543.09498368759,2483.27193909706
Angle 46,2585.86084899799,2522.28431471258
Angle 46,2628.54976661945,2561.12849621133
Angle 46,2671.16239768437,2599.80526182855
Angle 46,2713.69939465723,2638.31537920749
Angle 46,2756.1614014842,2676.65960558503
Angle 46,2798.54905373937,2714.83868797326
Angle 46,2840.86297876794,2752.85336333705
Angle 46,2883.1037958262,2790.70435876791
Angle 46,2925.27211621855,2828.39239165399
Angle 46,2967.36854343162,2865.9181698465
Angle 46,3009.3936732655,2903.28239182262
Angle 46,3051.34809396215,2940.48574684486
Angle 46,3093.2323863312,2977.52891511715
Angle 46,3135.04712387301,3014.41256793762
Angle 46,3176.79287289919,3051.13736784811
Angle 46,3218.47019265064,3087.70396878073
Angle 46,3260.0796354131,3124.11301620117
Angle 46,3301.62174663031,3160.36514724923
Angle 46,3343.09706501487,3196.46099087639
Angle 46,3384.50612265684,3232.40116798051
Angle 46,3425.84944513007,3268.18629153787
Angle 46,3467.12755159643,3303.81696673248
Angle 46,3508.34095490789,3339.29379108282
Angle 46,3549.49016170658,3374.61735456596
Angle 46,3590.5756725228,3409.78823973923
Angle 46,3631.59798187115,3444.80702185948
Angle 46,3672.55757834462,3479.67426899996
Angle 46,3713.45494470696,3514.39054216484
Angle 46,3754.29055798313,3548.95639540152
Angle 46,3795.06488954801,3583.37237591073
Angle 46,3835.77840521338,3617.63902415446
Angle 46,3876.43156531316,3651.75687396182
Angle 46,3917.02482478708,3685.72645263277
Angle 46,3957.55863326264,3719.54828103996
Angle 46,3998.03343513556,3753.22287372851
Angle 46,4038.44966964865,3786.75073901394
Angle 46,4078.80777096917,3820.13237907818
Angle 46,4119.10816826477,3853.36829006382
Angle 46,4159.35128577793,3886.45896216651
Angle 46,4199.53754289902,3919.40487972567
Angle 46,4239.66735423797,3952.20652131343
Angle 46,4279.74112969465,3984.86435982202
Angle 46,4319.75927452786,4017.37886254937
Angle 46,4359.7221894231,4049.75049128329
Angle 46,4399.63027055906,4081.97970238394
Angle 46,4439.48390967285,4114.06694686493
Angle 46,4479.28349412412,4146.01267047277
Angle 46,4519.02940695789,4177.81731376505
Angle 46,4558.72202696634,4209.48131218698
Angle 46,4598.36172874944,4241.00509614678
Angle 46,4637.9488827744,4272.38909108951
Angle 46,4677.48385543422,4303.63371756965
Angle 46,4716.967009105,4334.73939132241
Angle 46,4756.39870220236,4365.70652333374
Angle 46,4795.77928923682,4396.53551990901
Angle 46,4835.10912086813,4427.22678274063
Angle 46,4874.38854395871,4457.78070897435
Angle 46,4913.61790162614,4488.19769127444
Angle 46,4952.79753329469,4518.47811788772
Angle 46,4991.92777474597,4548.6223727065
Angle 46,5031.00895816872,4578.63083533032
Angle 46,5070.04141220766,4608.5038811268
Angle 46,5109.02546201157,4638.24188129124
Angle 46,5147.9614292805,4667.84520290535
Angle 46,5186.84963231219,4697.31420899486
Angle 46,5225.69038604764,4726.64925858624
Angle 46,5264.48400211597,4755.85070676237
Angle 46,5303.23078887849,4784.91890471731
Angle 46,5341.93105147198,4813.85419981016
Angle 46,5380.5850918513,4842.65693561795
Angle 46,5419.19320883127,4871.32745198772
Angle 46,5457.75569812776,4899.86608508764
Angle 46,5496.27285239824,4928.27316745738
Angle 46,5534.74496128154,4956.54902805752
Angle 46,5573.17231143694,4984.69399231829
Angle 46,5611.55518658274,5012.70838218736
Angle 46,5649.89386753402,5040.59251617694
Angle 46,5688.18863223992,5068.34670941008
Angle 46,5726.43975582021,5095.97127366619
Angle 46,5764.64751060132,5123.46651742587
Angle 46,5802.81216615175,5150.83274591496
Angle 46,5840.93398931694,5178.07026114791
Angle 46,5879.01324425352,5205.17936197044
Angle 46,5917.05019246303,5232.16034410155
Angle 46,5955.04509282515,5259.01350017477
Angle 46,5992.99820163029,5285.73911977885
Angle 46,6030.90977261177,5312.33748949776
Angle 46,6068.78005697739,5338.80889295004
Angle 46,6106.60930344054,5365.15361082758
Angle 46,6144.39775825086,5391.37192093372
Angle 46,6182.14566522431,5417.46409822081
Angle 46,6219.85326577288,5443.43041482719
Angle 46,6257.52079893374,5469.27114011353
Angle 46,6295.148501398,5494.98654069866
Angle 46,6332.73660753897,5520.57688049483
Angle 46,6370.28534944002,5546.04242074246
Angle 46,6407.79495692196,5571.38342004426
Angle 46,6445.26565757007,5596.60013439894
Angle 46,6482.69767676063,5621.69281723435
Angle 46,6520.09123768709,5646.66171944012
Angle 46,6557.44656138583,5671.50708939981
Angle 46,6594.76386676152,5696.22917302257
Angle 46,6632.04337061209,5720.82821377431
Angle 46,6669.28528765335,5745.30445270847
Angle 46,6706.48983054316,5769.65812849622
Angle 46,6743.65720990533,5793.88947745631
Angle 46,6780.78763435311,5817.9987335844
Angle 46,6817.88131051232,5841.98612858205
Angle 46,6854.93844304412,5865.85189188513
Angle 46,6891.95923466752,5889.596250692
Angle 46,6928.94388618146,5913.21942999112
Angle 46,6965.89259648659,5936.72165258832
Angle 46,7002.80556260675,5960.10313913373
Angle 46,7039.68297971014,5983.36410814817
Angle 46,7076.5250411301,6006.50477604932
Angle 46,7113.33193838568,6029.52535717741
Angle 46,7150.10386120186,6052.42606382056
Angle 46,7186.84099752947,6075.20710623979
Angle 46,7223.54353356484,6097.86869269363
Angle 46,7260.21165376915,6120.41102946244
Angle 46,7296.84554088748,6142.83432087226
Angle 46,7333.44537596765,6165.13876931851
Angle 46,7370.01133837869,6187.32457528918
Angle 46,7406.54360582917,6209.39193738777
Angle 46,7443.04235438509,6231.34105235597
Angle 46,7479.50775848774,6253.17211509586
Angle 46,7515.93999097106,6274.88531869199
Angle 46,7552.33922307898,6296.480854433
Angle 46,7588.70562448231,6317.95891183304
Angle 46,7625.03936329558,6339.31967865284
Angle 46,7661.34060609347,6360.56334092052
Angle 46,7697.60951792714,6381.69008295208
Angle 46,7733.84626234025,6402.70008737169
Angle 46,7770.05100138477,6423.59353513158
Angle 46,7806.22389563661,6444.37060553177
Angle 46,7842.36510421099,6465.03147623949
Angle 46,7878.47478477759,6485.57632330831
Angle 46,7914.55309357552,6506.0053211971
Angle 46,7950.60018542805,6526.31864278861
Angle 46,7986.61621375719,6546.51645940792
Angle 46,8022.60133059797,6566.5989408406
Angle 46,8058.55568661265,6586.56625535057
Angle 46,8094.47943110463,6606.41856969786
Angle 46,8130.37271203218,6626.15604915599
Angle 46,8166.23567602209,6645.7788575292
Angle 46,8202.06846838298,6665.28715716948
Angle 46,8237.87123311851,6684.6811089933
Angle 46,8273.64411294045,6703.96087249818
Angle 46,8309.38724928145,6723.12660577901
Angle 46,8345.10078230779,6742.17846554422
Angle 46,8380.78485093179,6761.11660713165
Angle 46,8416.43959282422,6779.9411845243
Angle 46,8452.06514442642,6798.65235036581
Angle 46,8487.6616409623,6817.25025597584
Angle 46,8523.2292164502,6835.73505136512
Angle 46,8558.76800371454,6854.10688525042
Angle 46,8594.27813439738,6872.3659050693
Angle 46,8629.75973896977,6890.51225699465
Angle 46,8665.21294674297,6908.54608594908
Angle 46,8700.63788587953,6926.46753561909
Angle 46,8736.0346834042,6944.27674846913
Angle 46,8771.40346521474,6961.97386575541
Angle 46,8806.7443560925,6979.5590275396
Angle 46,8842.05747971298,6997.03237270233
Angle 46,8877.34295865617,7014.39403895651
Angle 46,8912.60091441674,7031.64416286055
Angle 46,8947.83146741418,7048.78287983134
Angle 46,8983.03473700272,7065.81032415714
Angle 46,9018.21084148118,7082.72662901024
Angle 46,9053.35989810267,7099.53192645956
Angle 46,9088.48202308415,7116.22634748304
Angle 46,9123.57733161587,7132.81002197985
Angle 46,9158.64593787076,7149.28307878256
Angle 46,9193.68795501354,7165.64564566906
Angle 46,9228.70349520991,7181.89784937438
Angle 46,9263.69266963543,7198.03981560239
Angle 46,9298.65558848445,7214.07166903734
Angle 46,9333.5923609788,7229.99353335526
Angle 46,9368.50309537646,7245.80553123524
Angle 46,9403.38789898004,7261.50778437056
Angle 46,9438.24687814522,7277.10041347976
